Store Name,Street Number,Street Name,Addl Address,City,State,Zip,County Name
Stout's Market Llc,1201,E Washington St,,Mount Pleasant,IA,52641,HENRY
Stow Community Farmers Market,1567,Pilgrim Dr,,Stow,OH,44224,SUMMIT
Stratfield Saturday Market,2100,North Ave,,Bridgeport,CT,06604,FAIRFIELD
Streator Farmers Market,410,Powell St,,Streator,IL,61364,LA SALLE
Studio City Farmers Market,12060,Ventura Blvd,,Studio City,CA,91604,LOS ANGELES
Sturgeon Bay Farmer's Market,36,S 3rd Ave,,Sturgeon Bay,WI,54235,DOOR
Sugar Acre Farms,104,W Eubank St,,Mabank,TX,75147,KAUFMAN
Sugar P's Produce,2028,Kellie Dr,,Blair,NE,68008,WASHINGTON
Sullivan Fresh Farmers Market At Monticello,10,Jefferson St,,Monticello,NY,12701,SULLIVAN
Sullivan Fresh Market On The Move,64,Ferndale Loomis Rd,,Liberty,NY,12754,SULLIVAN
Sumter County Farmers Market,524,N Market Blvd,,Webster,FL,33597,SUMTER
"Sun Gold Farm, LLC",6995,NW Evers Rd,,Forest Grove,OR,97116,WASHINGTON
Sun Market,2067,Columbia Dr,,Decatur,GA,30032,DEKALB
Sun Prairie Farmers Market,1,Cannery Place,,Sun Prairie,WI,53590,DANE
Sunbury Market House,436,Market St,,Sunbury,PA,17801,NORTHUMBERLAND
Suncrest Landscape Farmers Market,6063,Highway 291,,Nine Mile Falls,WA,99026,STEVENS
Sunday Farmers' Market at College View,4801,Prescott Ave,,Lincoln,NE,68506,LANCASTER
Sundays - Westchester Farmers' Market,6200,W 87th St,,Los Angeles,CA,90045,LOS ANGELES
Sunnyside Farmdrop,406,New Limerick Rd,,Linneus,ME,04730,AROOSTOOK
SUNNYVALE FARMERS MARKET,4013,S 700 W,,Salt Lake City,UT,84105,SALT LAKE
Sunnyvale Farmers' Market,,Murphy Ave.,,Sunnyvale,CA,94086,SANTA CLARA
Sunrise Farmers Market,6196,Sunrise Boulevard,,Citrus Heights,CA,95610,SACRAMENTO
Sunrise Farmers' Market Farmers',,Folsom And Sunrise Boulevards,Sunrise Light Rail Station Parking Lot,Rancho Cordova,CA,95742,SACRAMENTO
Sunrise Market,18901,E Burnside St,,Portland,OR,97233,MULTNOMAH
Sunset Farmers Markets,110,S Main St,,Springville,UT,84663,UTAH
Sunset Farmers Markets,293,E Center St,,Orem,UT,84058,UTAH
Sunset View Farmers Market,1618A,County Road 15,,Odessa,NY,14869,SCHUYLER
SUPRMARKT,000,Leimark Park,Leimert Park (at Vernon And Crenshaw),Los Angeles,CA,90029,LOS ANGELES
Surfside Sunshine Market,2342,Surfside Blvd,,Cape Coral,FL,33991,LEE
Surprise Valley Farmers Market,501,Main St,,Cedarville,CA,96104,MODOC
Surry Farmers Market,45,School St,,Surry,VA,23883,SURRY
Sustainable Nantucket Farmers & Artisans Market,,Cambridge St & N Union,,Nantucket,MA,02554,NANTUCKET
Sustainable Norcross Inc,13,College St,,Norcross,GA,30071,GWINNETT
Sutherlin Farmers Market,150,Willamette St.,,Sutherlin,OR,97479,DOUGLAS
Sutter Davis Hospital Farmers Market,2000,Sutter Pl,,Davis,CA,95616,YOLO
Sutter Medical Center Sacramento Farmers Market,2825,Capitol Ave,,Sacramento,CA,95816,SACRAMENTO
Sutton Farmers Market,195,Riverview Drive,,Sutton,WV,26601,BRAXTON
Swainsboro Emanuel Farmers Market,1,Green Street,,Swainsboro,GA,30401,EMANUEL
Swarthmore Farmers Market,121,Park Ave,,Swarthmore,PA,19081,DELAWARE
Sweet Home Farmers Market,,12th and Kalmia,,Sweet Home,OR,97386,LINN
Sweetwater Sunday Market,6942,W Comanche Ave,,Tampa,FL,33634,HILLSBOROUGH
Sy Griskonis Farm & Greenhouses,5,Sylvan St,,Rutherford,NJ,07070,BERGEN
Sylvania Farmers Market,5422,Main St,,Sylvania,OH,43560,LUCAS
Synergy Foods,330,E 51st St,,Chicago,IL,60615,COOK
Syracuse Farmers Market,1891,Antelope Dr,,Syracuse,UT,84075,DAVIS
T & E Open Air Produce Market & Things,3616,E Broad Rock Rd,,Richmond,VA,23224,RICHMOND CITY
TACOMA FARMERS MARKET,950,Broadway,,Tacoma,WA,98402,PIERCE
Tahlequah Farmer's Market,200,E Morgan St,,Tahlequah,OK,74464,CHEROKEE
Takoma Park Farmers Market Inc,6909,Laurel Ave,,Takoma Park,MD,20912,MONTGOMERY
Tamarack Junction Casino Farmers Market,13101,S Virginia St,Tamarack Junction Casino,Reno,NV,89511,WASHOE
Tamworth Farmers' Market,30,Tamworth Road,,Tamworth,NH,03886,CARROLL
Tanana Valley Farmers Market,2600,College Rd,,Fairbanks,AK,99709,FAIRBANKS NO STAR
Taos Farmers Market,,Taos Plaza,,Taos,NM,87571,TAOS
Taos Farmers Market,400,Camino De La Placita,,Taos,NM,87571,TAOS
Tarrytown And Sleepy Hollow Farmers Market,,Route 9,Patriots Park,Tarrytown,NY,10591,WESTCHESTER
Tasty Tuesdays Community Market,5939,Main Street,New Port Richey Public Library,New Port Richey,FL,34652,PASCO
Taylor Made Market,2537,Huntsville Hwy,,Fayetteville,TN,37334,LINCOLN
Tazewell Farmers Market,588,Freedom Ave,,Tazewell,VA,24630,TAZEWELL
Tazewell Farmers Market,2330,Fincastle Turnpike,,North Tazewell,VA,24630,TAZEWELL
Telluride Farmers Market,100-300,S Oak St,,Telluride,CO,81435,SAN MIGUEL
Temescal Farmers' Market,5300,Claremont Ave,,Oakland,CA,94618,ALAMEDA
Templeton Farmers Market,505,Crocker St,,Templeton,CA,93465,SAN LUIS OBISPO
Tenino Farmers Market,213,Sussex Ave W,,Tenino,WA,98589,THURSTON
Terra Square Farmers Market,3380,Chicago Dr,,Hudsonville,MI,49426,OTTAWA
Tewksbury Community Market,288,Livingston St,,Tewksbury,MA,01876,MIDDLESEX
Texas Country Farmers Market,1922,Avenue A,,Lubbock,TX,79404,LUBBOCK
Texas Township Farmers' Market,7110,W Q Ave,,Kalamazoo,MI,49009,KALAMAZOO
The B & O Night Market,530,Mahoning Ave,,Youngstown,OH,44502,MAHONING
The Bedford Farmer Managed Market Llc,1128,E Lynchburg,Salem Turnpike,Bedford,VA,24523,BEDFORD
The Benson's Humble Homestead,712-960,Sunnyside Rd,,Janesville,CA,96114,LASSEN
The Black Farmers Market,800,Taylor St,,Durham,NC,27701,DURHAM
The Blythewood Farmers Market,171,Langford Rd,,Blythewood,SC,29016,RICHLAND
The Bulb Mobile Markets,742,Cedar St,,Rock Hill,SC,29730,YORK
The Capital Market Of 20743,8801,Hampton Mall Dr N,,Capitol Heights,MD,20743,PRINCE GEORGES
The Congregation Farmers Market,9321,Rosa Parks Blvd,,Detroit,MI,48206,WAYNE
The Corner Farmers Market,2200,Walker Ave,,Greensboro,NC,27403,GUILFORD
The Dalles Farmers' Market,,Sixth and Union Streets,,The Dalles,OR,97058,WASCO
The Downtown Rolesville Farmers Market,302,S Main St,,Rolesville,NC,27571,WAKE
The Edgefield Market,129,Courthouse Square,,Edgefield,SC,29824,EDGEFIELD
The Family Market,1020,E Green Dr,,High Point,NC,27260,GUILFORD
The Farm At Dover Vineyards,3600,Concord Pkwy S,,Concord,NC,28027,CABARRUS
The Farm Market At Mill No. 5,250,Jackson St,Apt 401,Lowell,MA,01852,MIDDLESEX
The Farm Stand At 365 Urban Farm,928,Michigan Ave W,,Battle Creek,MI,49037,CALHOUN
The Farmacy,217,Avenue A,,Port Saint Joe,FL,32456,GULF
The Farmer And The Flea Outdoor Market,1125,E Brookside Ave,,Indianapolis,IN,46202,MARION
The Farmers Market of Paris and Bourbon County Inc,720,High St,,Paris,KY,40361,BOURBON
The Front Porch Market,1371,Salem Rd,,Benton,AR,72019,SALINE
The Garden Club Project,4026,Parsons Ave,,Columbus,OH,43207,FRANKLIN
The Goshen Farmers Market,244,Clark Street,,Elkins,AR,72727,WASHINGTON
The Grandville Farmers' Market,4144,Chicago Dr Sw,,Grandville,MI,49418,KENT
The Green Market,222,E Hancock St,,Milledgeville,GA,31061,BALDWIN
The Heritage Harvest Certified Farmers Market,10808,Foothill Blvd,,Rancho Cucamonga,CA,91730,SAN BERNARDINO
The Historic Roanoke City Market,213,Market St Se,,Roanoke,VA,24011,ROANOKE CITY
The Junction Area Farmers Market,,College Street,Schreiner Park,Junction,TX,76849,KIMBLE
The Land Of Goshen Community Market,201,Saint Louis St,,Edwardsville,IL,62025,MADISON
The Lander Valley Farmers Market,405,Fremont St,,Lander,WY,82520,FREMONT
The Little Market That Could,16907,Highway 13 S,,Prior Lake,MN,55372,SCOTT
The Local Market At Rancocas,118,Creek Rd,,Mount Laurel,NJ,08054,BURLINGTON
The Males Place Inc,3725,Beatties Ford Rd,,Charlotte,NC,28216,MECKLENBURG
The Market At Bissel Gardens,4457,Baychester Ave,,Bronx,NY,10466,BRONX
The Market At Sca,400,Culver St,,Saugatuck,MI,49453,ALLEGAN
The Market On Ridgeland,6343,W 90th Pl,,Oak Lawn,IL,60453,COOK
The Markets Of Downtown Wyandotte,3200,Biddle Ave,Ste 300,Wyandotte,MI,48192,WAYNE
The Mater Patch,1415,Highway 43 N,,Russellville,AL,35653,FRANKLIN
The Northside Foodshed,2901,Woodrow Ave,,Richmond,VA,23222,RICHMOND CITY
The O'hara Commons & Sustainability Center,111,S 4th St,,Hamilton,MT,59840,RAVALLI
The Occidental Community Farmers Market,3611,Bohemian Hwy,,Occidental,CA,95465,SONOMA
The Original Bardstown Road Farmers Market,1722,Bardstown Rd,,Louisville,KY,40205,JEFFERSON
The Original Wednesday Farmers Market,200,Olinda Rd,,Makawao,HI,96768,MAUI
The People's Nite Market,218,Garcia St,,San Antonio,TX,78203,BEXAR
The Peoples Market Rockwood,485,Se 185th Avenue,,Portland,OR,97230,MULTNOMAH
The Red River Gorge Farmer's Market,30,L and E Railroad Pl,,Slade,KY,40376,POWELL
The Shrimp Guy,12230,Highway 22,,Ponchatoula,LA,70454,TANGIPAHOA
The Southside Farmer,2236,Kerns Mill Rd,,Sutherlin,VA,24594,PITTSYLVANIA
The Springs Community Farmers' Market,18092,"Sonoma Hwy,",,Boyes Hot Springs,CA,95476,SONOMA
The St. James Farmers Market,304,Armstrong Blvd N,,Saint James,MN,56081,WATONWAN
The Stand On Main,405,W Main St,,Manchester,GA,31816,MERIWETHER
The University of Vermont Medical Center,111,Colchester Ave,,Burlingtton,VT,05401,CHITTENDEN
The Urban Oasis Market,914,State St,,Erie,PA,16501,ERIE
The Vermillion Area Farmers Market,515,High St,,Vermillion,SD,57069,CLAY
"The Vermont Farmers Market, Inc. FM",251,West St,,Rutland,VT,05701,RUTLAND
The Village Shops Market,1185,California Ave,,Reno,NV,89509,WASHOE
"The Vineyard Farms, Inc.",126,Sander St,,Rochester,NY,14605,MONROE
The Waterloo Rotary Farm Market,22,Locust St,,Waterloo,NY,13165,SENECA
The West Central Farmer's Market,1832,W Dean Ave,,Spokane,WA,99201,SPOKANE
The West Hill Community Farmers Market,72,Quail St,,Albany,NY,12206,ALBANY
The Woodland Farmers Market,1325,Cottonwood St,,Woodland,CA,95695,YOLO
Think Ability Farmers Market,2103,W Beech Ave,,Duncan,OK,73533,STEPHENS
This Old Farmer's Market,3930,Dayton Xenia Rd,,Beavercreek,OH,45432,GREENE
Thomasville Farmers Market,21,E Guilford St,,Thomasville,NC,27360,DAVIDSON
Thousand Oaks Certified Farmers' Market,350,W Hillcrest Dr,,Thousand Oaks,CA,91360,VENTURA
Three Rivers Farmers' Market,138,W Michigan Ave,,Three Rivers,MI,49093,ST JOSEPH
Thrive City Farmers' Market,1,Warriors Way,,San Francisco,CA,94158,SAN FRANCISCO
Thundermist West Warwick Farmers Mkt/Farm Fresh RI,186,Providence St,,West Warwick,RI,02893,KENT
Thurman's Produce Market,18473,hwy 27,,Roopville,GA,30170,CARROLL
Thursday Local Market,,7th Street,Undine Park,Laramie,WY,82070,ALBANY
Thursday Night Market Place,186,W 8th St,,Hanford,CA,93230,KINGS
Thursday West Salem Farmers Market,,City Park Greenway On Edgewater Stret,Between Kingwood And Gerth Streets,Salem,OR,97304,POLK
Tierra Encantada Farmers Market,2513,Hot Springs Blvd,,Las Vegas,NM,87701,SAN MIGUEL
Tiffin Seneca Farmers Market,125,E Market St,,Tiffin,OH,44883,SENECA
Tigard Bull Mountain Farmers Market,14389,Sw Pacific Hwy,,Tigard,OR,97223,WASHINGTON
Tigard Farmers Market,9225,SW Burnham St,,Portland,OR,97223,WASHINGTON
Tigges Farm Produce & Pumpkin Patch,12404,County Road 64 1/2,,Greeley,CO,80631,WELD
Tillamook Farmers Market,201,Laurel Ave.,,Tillamook,OR,97141,TILLAMOOK
Tilton's Custom Meats,12492,Lick Run Rd,,Newcomerstown,OH,43832,TUSCARAWAS
Tiny Diner Farmers Market,1024,E 38th St,,Minneapolis,MN,55407,HENNEPIN
Tmz Farms,668,Valleyview Dr,,Valley Grande,AL,36703,DALLAS
"Toledo Farmer's Market - Toledo, OR Chamber of Com",311,NE 1st St,,Toledo,OR,97391,LINCOLN
TOLEDO FARMERS MARKET,525,Market St,Farmers Mkt,Toledo,OH,43604,LUCAS
Toledo Thursday Market,100,Front Street,,Toledo,WA,98591,LEWIS
Tomahawk Main Street Farmers' Market,223,W Wisconsin Ave,,Tomahawk,WI,54487,LINCOLN
Tomales Farmers Market,27000,Highway 1,,Tomales,CA,94971,MARIN
Tompkins County Farmers Market,615,Willow Ave,,Ithaca,NY,14850,TOMPKINS
Tonasket Farmers Market Association,,Hwy 97,Triangle Park,Tonasket,WA,98855,OKANOGAN
Torrance Certified Farmers' Market,2200,Crenshaw Blvd,,Torrance,CA,90501,LOS ANGELES
Torrington Farmers Market,837,Charles St,,Torrington,CT,06790,LITCHFIELD
Tosa Farmers Market,7720,Harwood Ave,,Milwaukee,WI,53213,MILWAUKEE
Tower Farmers Market,404,Pine St,,Tower,MN,55790,ST LOUIS
Tower Grove Farmers' Market,4256,Magnolia Ave,,Saint Louis,MO,63110,ST LOUIS CITY
Town Of Halifax Farmers Market,209,S Main St,,Halifax,VA,24558,HALIFAX
Town Of Hillsville Farmers Market,405,N Main St,,Hillsville,VA,24343,CARROLL
Town Of Lebanon Farmers Market,137,Highland Dr,,Lebanon,VA,24266,RUSSELL
Town Of Livingston Farmer's Market,,W University St,,Livingston,TN,38570,OVERTON
Town Of Niskayuna Farmers' Market,1,Niskayuna Circle,,Niskayuna,NY,12309,SCHENECTADY
Town Square Farmers Market,210,N 4th St,,Grand Forks,ND,58201,GRAND FORKS
Transylvania Farmers Market,190,E Main St,,Brevard,NC,28712,TRANSYLVANIA
Travelers Rest Farmers Market,235,Trailblazer Dr,,Travelers Rest,SC,29690,GREENVILLE
Tremont Farmers Market,,Lincoln Park,,Cleveland,OH,44113,CUYAHOGA
Tri-county CAA Farmer's Market,374,Farnum Pike,,Smithfield,RI,02917,PROVIDENCE
Tri-county Farmers Market,,6th & University,Parking Lot,Las Vegas,NM,87701,SAN MIGUEL
Tri-town Farmers Markets,1651,State Rd,,Eliot,ME,03903,YORK
Trinidad Community Farmers Market,500,W Cedar St,,Trinidad,CO,81082,LAS ANIMAS
Triple Creek Farm,6305,Hwy 222 East,,Stantonsburg,NC,27883,WILSON
Troy Farmers Market,809,E Missoula Ave,,Troy,MT,59935,LINCOLN
Troy Sale Barn Growers Market,50,Ballard St,,Troy,PA,16947,BRADFORD
Troy Waterfront Farmers Market Inc FM,,Front St,Riverfront Park,Troy,NY,12180,RENSSELAER
Trumansburg Farmers Market,1,Corey St,,Trumansburg,NY,14886,TOMPKINS
Truro Farmers' Market,20,Truro Center Road,Veterans' Memorial Park,Truro,MA,02666,BARNSTABLE
Tsq Market,1322,National Hwy,,Thomasville,NC,27360,DAVIDSON
Tucker Farmers Market,2333,Main St,,Tucker,GA,30084,DEKALB
Tucson Village Farm,4210,N Campbell Ave,,Tucson,AZ,85719,PIMA
Tuesday Farmers Market At Meridianville,175,Monroe Rd,,Meridianville,AL,35759,MADISON
Tuesday Market at Liberty Park,225,Park St,,Lakeport,CA,95453,LAKE
Tukwila Village Farmers Market,14350,Tukwila International Blvd,,Tukwila,WA,98168,KING
"Tumalo Farmstand, Llc",19855,8th St,,Bend,OR,97703,DESCHUTES
Tumwater Town Center Farmers Market,225,Dennis St SE,,Tumwater,WA,98501,THURSTON
Tupper Lake Farmers Market,320,Park St,,Tupper Lake,NY,12986,FRANKLIN
Turlock Certified Farmers Market,385,E. Main St.,,Turlock,CA,95380,STANISLAUS
Turlock Certified Farmers Market,,Corner of Main and Broadway,,Turlock,CA,95382,STANISLAUS
Turtle Bay Farmers Market,844,Sundial Bridge Dr,,Redding,CA,96001,SHASTA
Tuscaloosa River Market,1900,Jack Warner Parkway,,Tuscaloosa,AL,35401,TUSCALOOSA
Tuscarawas Valley Farmers Market,259,S Tuscarawas Ave,,Dover,OH,44622,TUSCARAWAS
Twiddleu Inc,1400,Killian Hill Rd SW,,Lilburn,GA,30047,GWINNETT
Twin Bridges Farmers Market,210,N Main St,,Twin Bridges,MT,59754,MADISON
Twin Falls Farmers Market,625,North College Rd,,Twin Falls,ID,83301,TWIN FALLS
Twin Peaks Farmers Market,26012,Ca-189,,Twin Peaks,CA,92391,SAN BERNARDINO
Twin Sisters Market,7506,Kendall Rd,,Maple Falls,WA,98266,WHATCOM
Twin Sisters Market,1538,Birchwood Ave,,Bellingham,WA,98225,WHATCOM
Twin Sisters Markets,4985,Mt Baker Hwy,,Deming,WA,98247,WHATCOM
Twin Town Gardeners' Market/Lake & Prairies,115,2nd St N,St John Catholic Church,Wahpeton,ND,58075,RICHLAND
Twin Towns Gardeners Market,2ND AVE,2nd Ave/2nd Street Parking Lot,,Wahpeton,ND,58075,RICHLAND
Two Harbors Farmers Market,320,7th Ave,,Two Harbors,MN,55616,LAKE
UC Davis Farmers Market,UC Davis,North Quad,,Davis,CA,95616,YOLO
Udall Park Farmers Market,7202,E Tanque Verde Rd,,Tucson,AZ,85715,PIMA
Udc Van Ness Farmers Market,4340,Connecticut Ave NW,,Washington,DC,20008,DIST OF COLUMBIA
Ugc Boxville Pop Up & Apothecary,330,E 51st St,,Chicago,IL,60615,COOK
Ukiah Saturday Farmers Market,,Clay X School St,,Ukiah,CA,95482,MENDOCINO
Umpqua Valley Farmers Market,1771,W Harvard Ave,,Roseburg,OR,97471,DOUGLAS
Union City Farmers' Market,3864,Smith St,,Union City,CA,94587,ALAMEDA
Union County Farm & Craft Market,106,Lakeside Dr,,Union,SC,29379,UNION
Union County Farmer's Market,805,Skyway Dr,,Monroe,NC,28110,UNION
Union County Farmers Market Marysville,125,E 6th St,,Marysville,OH,43040,UNION
Union County Tn Farmers' Market,130,Wilson Ln,,Maynardville,TN,37807,UNION
Union Farmers Market,,Common Road,On the Common,Union,ME,04862,KNOX
Union Square Farmers Market,366,Somerville Ave,,Somerville,MA,02143,MIDDLESEX
Union Square Farmers Market,66-70,Union Square,Plaza Parking Lot,Somerville,MA,02143,MIDDLESEX
Union Street Farmers Market,916,N Union St,,Wilmington,DE,19805,NEW CASTLE
Union Street Farmers Market,111,E University Ave,,Gainesville,FL,32601,ALACHUA
United Farmers Market Of Maine,18,Spring St,,Belfast,ME,04915,WALDO
University City Farmers Market,8931,J M Keynes Dr,,Charlotte,NC,28262,MECKLENBURG
University District Development Corporation,2801,S University Ave,,Little Rock,AR,72204,PULASKI
University District Farmers Market,5031,University Way NE,,Seattle,WA,98105,KING
University Hills Plaza,2500,S Colorado Blvd,,Denver,CO,80222,DENVER
University of Michigan Health West Farm Market,5900,Byron Center Ave SW,,Wyoming,MI,49519,KENT
University Park Farm Stand FM,965,Main St,,Worcester,MA,01603,WORCESTER
Up-wind-ers Farmers & Artisans Market,441,S Front St,,Arco,ID,83213,BUTTE
Up-wind-ers Farmers & Artisans Market,310,S Idaho St,,Arco,ID,83213,BUTTE
Upcountry Farmers Market,,Kula Malu Town Center,Football Field Parking Lot,Pukalani,HI,96788,MAUI
Upland Farmers Market,460,N Euclid Ave,,Upland,CA,91786,SAN BERNARDINO
Upper Arlington Farmers Market - Common Greens,2850,Tremont Rd,,Columbus,OH,43221,FRANKLIN
Uptown Farmers Market,5757,N Central Ave,,Phoenix,AZ,85012,MARICOPA
Uptown Farmers Market,Wilson &,Broadway,,Chicago,IL,60640,COOK
Uptown Farmers Market,5500,Colorado Ave NW,,Washington,DC,20011,DIST OF COLUMBIA
Uptown Farmers Market,300,S Davidson St,,Charlotte,NC,28202,MECKLENBURG
Uptown Farmers Market,200,Broadway St,Ste 107,New Orleans,LA,70118,ORLEANS
Uptown Long Beach Farmers Market,4600,Atlantic Ave,,Long Beach,CA,90807,LOS ANGELES
Uptown Market,220,Maxwell Ave,,Greenwood,SC,29646,GREENWOOD
Uptown Oakland,1,Kaiser Plaza,,Oakland,CA,94612,ALAMEDA
Uptown Westerville Inc,27,S Grove St,,Westerville,OH,43081,FRANKLIN
Urban Community Farm,2043,Barden St,,Fort Myers,FL,33916,LEE
Urban Creators,2316-50,N 11th St,,Philadelphia,PA,19133,PHILADELPHIA
Urban Farm At Aldersgate,4101,Somerdale Ln,,Charlotte,NC,28205,MECKLENBURG
Urban Fresh Mobile Market,222,Marine Dr,,Anderson,IN,46016,MADISON
Urban Growers Collective,2300,S Throop Street,Dock 54,Chicago,IL,60609,COOK
Urban Harvest Farmers Market At Eastside Street,2752,Buffalo Speedway,,Houston,TX,77098,HARRIS
Urban Harvest Mobile Market,3201,Canal Street,,Houston,TX,77003,HARRIS
Urban Roots' Mobile Market,1110,Payne Ave,,Saint Paul,MN,55130,RAMSEY
Urbana's Market At The Square,401,S Vine Street,,Urbana,IL,61801,CHAMPAIGN
USC CFM,43158,S Figueroa St,,Los Angeles,CA,90089,LOS ANGELES
USDA Farmers Market,1401,Independence Ave & 12th St SW,,Washington,DC,20250,DIST OF COLUMBIA
USU Botanical Center Farmers Market,875,E 50 S,,Kaysville,UT,84037,DAVIS
Utah Farm Bureau Farmers Market At Murray Park,202,E Murray Park Ave,,Salt Lake City,UT,84107,SALT LAKE
Utah Farm Bureau Farmers Market At South Jordan,1600,W Towne Center Dr,,South Jordan,UT,84095,SALT LAKE
Utica Farmer's Market - Chancellor Park,100,Bleecker St,,Utica,NY,13501,ONEIDA
Va Palo Alto,3801,Miranda Ave.,,Palo Alto,CA,94304,SANTA CLARA
Vacaville Farmers Market,614,W Monte Vista Ave,,Vacaville,CA,95688,SOLANO
Vailsburg Farmers Market,1044,S Orange Ave,,Newark,NJ,07106,ESSEX
Vale Farmers & Crafters Association,860,Washington St E,,Vale,OR,97918,MALHEUR
Valhalla Gardens,515,Mckinney Rd,,Simpsonville,SC,29681,GREENVILLE
Vallejo Farmers' Market,400,Georgia St,,Vallejo,CA,94590,SOLANO
Van Buren Main Street Market,833,Main St,,Van Buren,AR,72956,CRAWFORD
Vance County Regional Farmers Market,210,Southpark Dr,,Henderson,NC,27536,VANCE
Vancouver Farmers Market Association,605,Esther St,,Vancouver,WA,98660,CLARK
"Vandalia, Illinois Farmers' Market",0,4th Street,,Vandalia,IL,62471,FAYETTE
Vantage Point Farmers Market,51,Water St,,Port Huron,MI,48060,ST CLAIR
Vashon Island Farmers Market,17429,Vashon Hwy SW,,Vashon,WA,98070,KING
Veggie City DC,15,61st St NE,,Washington,DC,20019,DIST OF COLUMBIA
Veneta Downtown Farmers Market,24993,W Broadway Ave,,Veneta,OR,97487,LANE
Venice Farmers Market,401,W Venice Ave,,Venice,FL,34285,SARASOTA
Venice Farmers' Market,501,Venice Blvd,,Venice,CA,90291,LOS ANGELES
Verona Downtown Farmers Market,101,W Railroad St,,Verona,WI,53593,DANE
Vff Produce,5623,Amos Reeder Rd,,Boonsboro,MD,21713,WASHINGTON
Vicksburg Farmers Market,300,N Richardson St,,Vicksburg,MI,49097,KALAMAZOO
Vienna Farmers Market NY,7812,State Route 13,,Blossvale,NY,13308,ONEIDA
Village At Grand Traverse Commons Farmers Market,800,Cottageview Dr,,Traverse City,MI,49684,GRAND TRAVERSE
Village Farmers Market,10507,156th St E,,Puyallup,WA,98374,PIERCE
Village Of Barryton Farmers Market,195,Rose Ave,,Barryton,MI,49305,MECOSTA
Village Of Brighton Farmers Market,414,N Maple St,,Brighton,IL,62012,MACOUPIN
Vine Farmer Market Corp,930,N Vine St,,Hazleton,PA,18201,LUZERNE
Vineyard Farmers Market,100,W Shaw Ave,,Fresno,CA,93704,FRESNO
Vinton Farmers' Market,204,W Lee Ave,,Vinton,VA,24179,ROANOKE
Virginia Highland Farmers Market,1017,N Highland Ave NE,,Atlanta,GA,30306,FULTON
